2026-02-19 21:12:24 [INFO] tfls_metadata [筛选失败原因] EDCDEF 中 CODE_NAME_CHN 候选键（共 65 个）：['AEACN', 'AEOUT', 'AEREL', 'AESEV', 'CMDOSFRM', 'CMDOSFRQ', 'CMDOSU', 'CMREAS', 'CMROUTE', 'AECONTRT', 'AEDIS', 'AESCONG', 'AESDISAB', 'AESDTH', 'AESER', 'AESHOSP', 'AESI', 'AESLIFE', 'AESMIE', 'CMONGO', 'EGCLSIG', 'EGPERF', 'FTPERF', 'FTREASND', 'LBORRES', 'MHONGO', 'MOCLSIG', 'PCPERF', 'PREGYN', 'PRONGO', 'PRPERF', 'PRREASND', 'RPCWHO', 'HEIGHTU', 'SEX', 'DSCAT', 'DSDECOD', 'IECAT', 'DSSCAT', 'RANDTRIG', 'EGTPT', 'EXDOSU', 'EXPDOST', 'EXPDOSTU', 'EXTRT', 'FTTPT', 'LBCAT', 'LBCLSIG', 'LBSPEC', 'PCSTAT', 'PCCAT', 'PCTPT', 'PCORRESU', 'PECAT', 'PERES', 'PRREAS', 'PRCAT', 'PRCDURU', 'PRORRESU', 'PRTPT', 'PRSTAT', 'RPTERM', 'SUBPR', 'VSTPT', 'WEIGHTU']
2026-02-19 21:12:24 [INFO] tfls_metadata [筛选失败原因] 待匹配名称 _EDC_SCREEN_FAIL_NAMES：('筛选结束原因', '筛选失败原因')
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='AESHOSP' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='AESI' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='AESLIFE' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='AESMIE' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='CMONGO' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='EGCLSIG' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='EGPERF' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='FTPERF' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='FTREASND' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='LBORRES' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='MHONGO' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='MOCLSIG' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PCPERF' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PREGYN' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PRONGO' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PRPERF' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PRREASND' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='RPCWHO' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='HEIGHTU' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='SEX' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='DSCAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='DSDECOD' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='IECAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='DSSCAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='RANDTRIG' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='EGTPT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='EXDOSU' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='EXPDOST' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='EXPDOSTU' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='EXTRT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='FTTPT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='LBCAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='LBCLSIG' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='LBSPEC' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PCSTAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PCCAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PCTPT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PCORRESU' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PECAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PERES' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PRREAS' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PRCAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PRCDURU' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PRORRESU' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PRTPT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='PRSTAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='RPTERM' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='SUBPR' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='VSTPT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [DEBUG] tfls_metadata [筛选失败原因] key='WEIGHTU' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:42:57 [WARNING] tfls_metadata [筛选失败原因] 未找到匹配的列名或 CODE_NAME_CHN（期望含：('筛选结束原因', '筛选失败原因', '筛选原因')），返回空列表。
2026-02-19 21:43:14 [INFO] tfls_metadata [筛选失败原因] EDCDEF 候选键（列名或 CODE_NAME_CHN 行值，共 65 个）：['AEACN', 'AEOUT', 'AEREL', 'AESEV', 'CMDOSFRM', 'CMDOSFRQ', 'CMDOSU', 'CMREAS', 'CMROUTE', 'AECONTRT', 'AEDIS', 'AESCONG', 'AESDISAB', 'AESDTH', 'AESER', 'AESHOSP', 'AESI', 'AESLIFE', 'AESMIE', 'CMONGO', 'EGCLSIG', 'EGPERF', 'FTPERF', 'FTREASND', 'LBORRES', 'MHONGO', 'MOCLSIG', 'PCPERF', 'PREGYN', 'PRONGO', 'PRPERF', 'PRREASND', 'RPCWHO', 'HEIGHTU', 'SEX', 'DSCAT', 'DSDECOD', 'IECAT', 'DSSCAT', 'RANDTRIG', 'EGTPT', 'EXDOSU', 'EXPDOST', 'EXPDOSTU', 'EXTRT', 'FTTPT', 'LBCAT', 'LBCLSIG', 'LBSPEC', 'PCSTAT', 'PCCAT', 'PCTPT', 'PCORRESU', 'PECAT', 'PERES', 'PRREAS', 'PRCAT', 'PRCDURU', 'PRORRESU', 'PRTPT', 'PRSTAT', 'RPTERM', 'SUBPR', 'VSTPT', 'WEIGHTU']
2026-02-19 21:43:14 [INFO] tfls_metadata [筛选失败原因] 待匹配名称 _EDC_SCREEN_FAIL_NAMES：('筛选结束原因', '筛选失败原因', '筛选原因')
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='AEACN' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='AEOUT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='AEREL' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='AESEV' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='CMDOSFRM' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='CMDOSFRQ' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='CMDOSU' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='CMREAS' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='CMROUTE' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='AECONTRT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='AEDIS' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='AESCONG' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='AESDISAB' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='AESDTH' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='AESER' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='AESHOSP' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='AESI' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='AESLIFE' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='AESMIE' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='CMONGO' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='EGCLSIG' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='EGPERF' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='FTPERF' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='FTREASND' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='LBORRES' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='MHONGO' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='MOCLSIG' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PCPERF' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PREGYN' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PRONGO' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PRPERF' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PRREASND' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='RPCWHO' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='HEIGHTU' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='SEX' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='DSCAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='DSDECOD' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='IECAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='DSSCAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='RANDTRIG' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='EGTPT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='EXDOSU' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='EXPDOST' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='EXPDOSTU' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='EXTRT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='FTTPT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='LBCAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='LBCLSIG' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='LBSPEC' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PCSTAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PCCAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PCTPT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PCORRESU' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PECAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PERES' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PRREAS' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PRCAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PRCDURU' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PRORRESU' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PRTPT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='PRSTAT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='RPTERM' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='SUBPR' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='VSTPT' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [DEBUG] tfls_metadata [筛选失败原因] key='WEIGHTU' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:43:14 [WARNING] tfls_metadata [筛选失败原因] 未找到匹配的列名或 CODE_NAME_CHN（期望含：('筛选结束原因', '筛选失败原因', '筛选原因')），返回空列表。
2026-02-19 21:49:00 [INFO] tfls_metadata [筛选失败原因] EDCDEF 候选键（列名或 CODE_NAME_CHN 行值，共 35 个）：['对试验用药品采取措施', 'AE转归', '与试验用药品的关系', '严重程度', '剂型', '给药频率', '剂量单位', '用药原因', '给药途径', 'YN', '临床意义', '未做原因', '结果', '身高单位', '性别', '筛选结果', '筛选结束原因', '入排标准类型', '随访结束原因', '治疗结束主要原因', '药物名称', '是否随机', '计划检查时间点', '计划给药剂量', '计划评估时间点', '模块名称', '临床意义判断', '妊娠试验样本', '异常采集情况', '单位', '治疗原因', '评估情况', '妊娠结果', '研究队列', '体重单位']
2026-02-19 21:49:00 [INFO] tfls_metadata [筛选失败原因] 待匹配名称 _EDC_SCREEN_FAIL_NAMES：('筛选结束原因', '筛选失败原因', '筛选原因')
2026-02-19 21:49:00 [DEBUG] tfls_metadata [筛选失败原因] key='对试验用药品采取措施' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:49:00 [DEBUG] tfls_metadata [筛选失败原因] key='AE转归' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:49:00 [DEBUG] tfls_metadata [筛选失败原因] key='与试验用药品的关系' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:49:00 [DEBUG] tfls_metadata [筛选失败原因] key='严重程度' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:49:00 [DEBUG] tfls_metadata [筛选失败原因] key='剂型' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:49:00 [DEBUG] tfls_metadata [筛选失败原因] key='给药频率' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:49:00 [DEBUG] tfls_metadata [筛选失败原因] key='剂量单位' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:49:00 [DEBUG] tfls_metadata [筛选失败原因] key='用药原因' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:49:00 [DEBUG] tfls_metadata [筛选失败原因] key='给药途径' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:49:00 [DEBUG] tfls_metadata [筛选失败原因] key='YN' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:49:00 [DEBUG] tfls_metadata [筛选失败原因] key='临床意义' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:49:00 [DEBUG] tfls_metadata [筛选失败原因] key='未做原因' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:49:00 [DEBUG] tfls_metadata [筛选失败原因] key='结果' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:49:00 [DEBUG] tfls_metadata [筛选失败原因] key='身高单位' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:49:00 [DEBUG] tfls_metadata [筛选失败原因] key='性别' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:49:00 [DEBUG] tfls_metadata [筛选失败原因] key='筛选结果' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 21:49:00 [INFO] tfls_metadata [筛选失败原因] 匹配到 key='筛选结束原因'，共 5 条：['不良事件', '不符合入选标准/符合排除标准', '失访', '受试者要求退出', '其他']
2026-02-19 22:57:39 [INFO] tfls_metadata [筛选失败原因] EDCDEF 候选键（列名或 CODE_NAME_CHN 行值，共 35 个）：['对试验用药品采取措施', 'AE转归', '与试验用药品的关系', '严重程度', '剂型', '给药频率', '剂量单位', '用药原因', '给药途径', 'YN', '临床意义', '未做原因', '结果', '身高单位', '性别', '筛选结果', '筛选结束原因', '入排标准类型', '随访结束原因', '治疗结束主要原因', '药物名称', '是否随机', '计划检查时间点', '计划给药剂量', '计划评估时间点', '模块名称', '临床意义判断', '妊娠试验样本', '异常采集情况', '单位', '治疗原因', '评估情况', '妊娠结果', '研究队列', '体重单位']
2026-02-19 22:57:39 [INFO] tfls_metadata [筛选失败原因] 待匹配名称 _EDC_SCREEN_FAIL_NAMES：('筛选结束原因', '筛选失败原因', '筛选原因')
2026-02-19 22:57:39 [DEBUG] tfls_metadata [筛选失败原因] key='对试验用药品采取措施' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 22:57:39 [DEBUG] tfls_metadata [筛选失败原因] key='AE转归' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 22:57:39 [DEBUG] tfls_metadata [筛选失败原因] key='与试验用药品的关系' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 22:57:39 [DEBUG] tfls_metadata [筛选失败原因] key='严重程度' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 22:57:39 [DEBUG] tfls_metadata [筛选失败原因] key='剂型' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 22:57:39 [DEBUG] tfls_metadata [筛选失败原因] key='给药频率' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 22:57:39 [DEBUG] tfls_metadata [筛选失败原因] key='剂量单位' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
2026-02-19 22:57:39 [DEBUG] tfls_metadata [筛选失败原因] key='用药原因' 与任一 ('筛选结束原因', '筛选失败原因', '筛选原因') 未匹配。
